date,Close,Open,High,Low,Volume
2014/5/28,"1,259.30","1,259.30","1,259.30","1,263.60",-
2014/5/27,"1,265.40","1,291.90","1,291.90","1,276.00",0.03K
2014/5/26,"1,292.50","1,291.60","1,294.40","1,291.40",-
2014/5/25,"1,291.70","1,293.90","1,294.20","1,291.10",-
2014/5/23,"1,291.60","1,293.20","1,293.40","1,293.20",0.00K
2014/5/22,"1,294.90","1,294.20","1,295.00","1,294.20",0.00K
2014/5/21,"1,288.00","1,287.40","1,287.40","1,287.40",0.00K
2014/5/20,"1,294.50","1,290.70","1,290.70","1,290.10",0.01K
2014/5/19,"1,293.70","1,293.70","1,293.70","1,293.70",0.04K
2014/5/16,"1,293.30","1,293.30","1,293.30","1,293.30",0.01K
2014/5/15,"1,293.50","1,302.50","1,302.50","1,292.80",0.03K
2014/5/14,"1,305.70","1,292.80","1,306.90","1,292.80",0.03K
2014/5/13,"1,294.60","1,295.50","1,295.50","1,292.00",0.02K
2014/5/12,"1,295.60","1,282.10","1,295.90","1,281.20",0.02K
2014/5/9,"1,287.30","1,287.30","1,287.30","1,287.30",0.00K
2014/5/8,"1,287.40","1,291.50","1,291.50","1,285.50",0.07K
2014/5/7,"1,288.60","1,310.30","1,312.00","1,288.00",0.02K
2014/5/6,"1,308.30","1,309.40","1,309.40","1,306.90",0.01K
2014/5/5,"1,309.00","1,305.60","1,314.20","1,305.50",0.03K
2014/5/2,"1,302.60","1,276.70","1,302.70","1,276.70",0.09K
2014/5/1,"1,283.10","1,288.70","1,288.70","1,278.00",0.03K
2014/4/30,"1,295.60","1,296.00","1,296.50","1,286.60",0.18K
2014/4/29,"1,296.00","1,295.50","1,300.50","1,289.10",0.90K
2014/4/28,"1,298.90","1,305.40","1,305.40","1,293.00",0.06K
2014/4/25,"1,300.70","1,293.80","1,304.60","1,293.80",0.27K
2014/4/24,"1,290.50","1,284.60","1,297.90","1,272.40",0.52K
2014/4/23,"1,284.20","1,284.30","1,287.70","1,282.40",0.18K
2014/4/22,"1,280.60","1,289.20","1,291.60","1,276.00",0.10K
2014/4/21,"1,288.00","1,290.00","1,299.20","1,283.70",0.10K
2014/4/17,"1,293.40","1,300.10","1,303.00","1,292.50",0.12K
2014/4/16,"1,303.10","1,302.70","1,304.00","1,295.00",0.18K
2014/4/15,"1,300.00","1,322.70","1,322.70","1,291.50",0.24K
2014/4/14,"1,327.20","1,320.10","1,330.00","1,320.10",0.33K
2014/4/11,"1,318.70","1,319.00","1,322.80","1,316.30",0.08K
2014/4/10,"1,320.10","1,311.80","1,323.80","1,311.20",0.13K
2014/4/9,"1,305.50","1,309.50","1,313.60","1,301.10",0.19K
2014/4/8,"1,308.70","1,296.60","1,314.10","1,296.60",0.26K
2014/4/7,"1,298.00","1,301.40","1,304.00","1,296.30",0.36K
2014/4/4,"1,303.20","1,285.50","1,306.10","1,284.40",0.98K
2014/4/3,"1,284.40","1,290.80","1,293.60","1,282.70",0.78K
2014/4/2,"1,290.50","1,280.20","1,294.10","1,280.20",1.10K
2014/4/1,"1,279.60","1,285.10","1,287.90","1,277.30",0.88K
2014/3/31,"1,283.40","1,294.30","1,298.80","1,282.40",4.12K
2014/3/28,"1,293.80","1,292.20","1,299.40","1,285.90",65.49K
2014/3/27,"1,294.70","1,294.70","1,294.70","1,294.70",-
2014/3/26,"1,303.40","1,315.20","1,315.20","1,311.80",0.00K
2014/3/25,"1,311.40","1,315.50","1,315.50","1,307.50",0.05K
2014/3/24,"1,311.20","1,333.00","1,333.00","1,310.50",0.10K
2014/3/21,"1,336.00","1,339.10","1,339.10","1,335.00",0.00K
2014/3/20,"1,330.50","1,333.70","1,333.70","1,325.80",0.07K
2014/3/19,"1,341.40","1,357.10","1,358.00","1,332.70",0.06K
2014/3/18,"1,359.00","1,359.30","1,361.80","1,353.40",0.04K
2014/3/17,"1,372.90","1,386.10","1,391.40","1,372.20",0.03K
2014/3/14,"1,379.00","1,376.10","1,386.60","1,369.80",0.09K
2014/3/13,"1,372.20","1,366.80","1,374.50","1,366.50",0.02K
2014/3/12,"1,370.30","1,349.10","1,370.50","1,348.70",0.06K
2014/3/11,"1,346.50","1,340.00","1,352.40","1,338.10",0.05K
2014/3/10,"1,341.40","1,336.00","1,344.70","1,330.50",0.10K
2014/3/7,"1,338.10","1,349.50","1,352.70","1,329.20",0.10K
2014/3/6,"1,351.70","1,338.00","1,351.60","1,333.30",0.06K
2014/3/5,"1,340.20","1,334.80","1,341.00","1,334.80",0.03K
2014/3/4,"1,337.80","1,350.40","1,350.40","1,332.20",0.08K
2014/3/3,"1,350.10","1,335.90","1,354.10","1,332.90",0.23K
2014/2/28,"1,321.40","1,329.80","1,332.60","1,321.10",0.24K
2014/2/27,"1,331.60","1,329.30","1,335.00","1,324.60",0.37K
2014/2/26,"1,328.20","1,341.20","1,344.00","1,325.60",0.06K
2014/2/25,"1,343.00","1,336.40","1,343.90","1,333.10",0.29K
2014/2/24,"1,338.30","1,324.30","1,339.00","1,321.40",0.09K
2014/2/21,"1,323.90","1,320.00","1,328.30","1,317.40",0.17K
2014/2/20,"1,317.10","1,310.70","1,323.50","1,309.60",0.12K
2014/2/19,"1,320.60","1,318.30","1,321.60","1,309.10",0.19K
2014/2/18,"1,324.70","1,322.90","1,330.60","1,313.90",0.37K
2014/2/17,"1,328.50","1,323.70","1,332.20","1,321.10",-
2014/2/14,"1,319.00","1,301.70","1,320.70","1,301.50",0.31K
2014/2/13,"1,300.40","1,293.30","1,303.50","1,287.50",0.88K
2014/2/12,"1,295.30","1,290.50","1,296.20","1,285.50",0.14K
2014/2/11,"1,290.10","1,274.00","1,292.00","1,273.80",0.56K
2014/2/10,"1,274.80","1,269.60","1,277.30","1,265.70",0.74K
2014/2/7,"1,263.30","1,258.30","1,271.40","1,257.90",0.44K
2014/2/6,"1,257.60","1,258.00","1,267.00","1,253.50",0.27K
2014/2/5,"1,257.30","1,254.00","1,273.70","1,253.10",1.62K
2014/2/4,"1,251.70","1,258.40","1,260.70","1,247.80",1.75K
2014/2/3,"1,260.40","1,242.40","1,266.30","1,241.20",2.91K
2014/1/31,"1,240.10","1,243.60","1,254.50","1,238.40",5.82K
2014/1/30,"1,242.20","1,267.00","1,267.70","1,237.50",45.28K
2014/1/29,"1,262.20","1,262.20","1,262.20","1,262.20",-
2014/1/28,"1,251.00","1,257.90","1,258.40","1,257.90",0.02K
2014/1/27,"1,263.60","1,259.80","1,264.40","1,254.40",0.09K
2014/1/24,"1,264.50","1,258.30","1,269.40","1,258.30",0.04K
2014/1/23,"1,262.60","1,235.20","1,264.20","1,235.20",0.04K
2014/1/22,"1,239.00","1,241.70","1,242.00","1,240.10",0.06K
2014/1/21,"1,242.30","1,256.40","1,257.50","1,240.00",0.22K
2014/1/20,"1,255.10","1,255.70","1,257.90","1,253.10",-
2014/1/17,"1,251.70","1,239.70","1,254.30","1,239.70",0.10K
2014/1/16,"1,240.00","1,239.30","1,242.80","1,238.70",0.05K
2014/1/15,"1,238.10","1,243.10","1,243.20","1,238.20",0.07K
2014/1/14,"1,245.20","1,251.00","1,251.30","1,242.00",0.04K
