date,Close,Open,High,Low,Volume
2012/8/21,81.92,82.485,82.51,81.805,27.41K
2012/8/20,82.5,82.56,82.765,82.435,11.08K
2012/8/17,82.663,82.445,82.825,82.38,15.87K
2012/8/16,82.417,82.695,82.96,82.375,19.64K
2012/8/15,82.711,82.595,82.845,82.51,12.11K
2012/8/14,82.527,82.525,82.615,82.25,15.66K
2012/8/13,82.486,82.64,82.765,82.285,13.10K
2012/8/10,82.631,82.7,82.945,82.5,16.66K
2012/8/9,82.71,82.355,82.865,82.27,17.79K
2012/8/8,82.439,82.375,82.57,82.295,15.85K
2012/8/7,82.25,82.33,82.425,82.065,16.55K
2012/8/6,82.304,82.405,82.625,82.125,15.13K
2012/8/3,82.446,83.43,83.47,82.36,24.43K
2012/8/2,83.451,83.17,83.61,82.225,37.92K
2012/8/1,83.178,82.78,83.27,82.54,20.04K
